505,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
506,0.00,0.32,0.05,0.11,0.16,0.00,0.00,0.21,0.16
507,0.00,0.00,0.00,0.12,0.12,0.00,0.38,0.00,0.38
508,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00
510,0.00,0.00,0.36,0.18,0.27,0.00,0.18,0.00,0.00
512,0.10,0.00,0.00,0.10,0.23,0.03,0.37,0.13,0.03
513,0.23,0.00,0.31,0.00,0.31,0.00,0.08,0.08,0.00
514,0.00,0.00,0.36,0.21,0.00,0.07,0.29,0.07,0.00
515,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
516,0.20,0.00,0.20,0.00,0.13,0.00,0.00,0.33,0.13
517,0.00,0.00,0.25,0.00,0.50,0.00,0.00,0.00,0.25
518,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
520,0.00,0.40,0.00,0.20,0.10,0.05,0.15,0.10,0.00
521,0.16,0.00,0.00,0.30,0.11,0.05,0.35,0.03,0.00
523,0.28,0.00,0.00,0.00,0.28,0.03,0.34,0.07,0.00
524,0.12,0.06,0.00,0.31,0.00,0.00,0.31,0.19,0.00
525,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00
526,0.04,0.02,0.02,0.16,0.10,0.00,0.00,0.51,0.14
527,0.15,0.00,0.00,0.15,0.31,0.00,0.23,0.00,0.15
528,0.11,0.11,0.00,0.22,0.33,0.00,0.22,0.00,0.00
530,0.00,0.31,0.12,0.00,0.23,0.00,0.31,0.04,0.00
531,0.19,0.00,0.19,0.00,0.38,0.00,0.19,0.06,0.00
532,0.00,0.00,0.00,0.00,0.20,0.00,0.40,0.00,0.40
534,0.07,0.03,0.07,0.00,0.00,0.10,0.50,0.20,0.03
535,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
536,0.22,0.06,0.02,0.00,0.33,0.00,0.00,0.31,0.06
537,0.27,0.07,0.00,0.00,0.40,0.00,0.13,0.00,0.13
538,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
540,0.00,0.23,0.14,0.32,0.00,0.00,0.23,0.00,0.09
541,0.21,0.00,0.29,0.00,0.00,0.00,0.36,0.14,0.00
542,0.00,0.31,0.00,0.06,0.00,0.06,0.31,0.06,0.19
543,0.06,0.19,0.00,0.00,0.06,0.06,0.56,0.06,0.00
545,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00
546,0.12,0.00,0.02,0.06,0.02,0.00,0.00,0.63,0.14
547,0.04,0.12,0.08,0.12,0.00,0.00,0.38,0.00,0.27
548,0.00,0.00,0.30,0.30,0.10,0.00,0.10,0.20,0.00
560,0.00,0.17,0.17,0.21,0.08,0.00,0.04,0.25,0.08
561,0.14,0.00,0.33,0.10,0.10,0.05,0.00,0.29,0.00
562,0.43,0.00,0.00,0.07,0.00,0.00,0.14,0.21,0.14
563,0.24,0.07,0.10,0.00,0.07,0.00,0.00,0.38,0.14
564,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.88,0.00
567,0.10,0.06,0.05,0.07,0.06,0.02,0.01,0.00,0.63
568,0.14,0.16,0.12,0.04,0.07,0.16,0.09,0.21,0.00
570,0.00,0.42,0.16,0.16,0.05,0.05,0.11,0.00,0.05
571,0.20,0.00,0.20,0.00,0.20,0.20,0.20,0.00,0.00
